Date,Estimated Temperature,Estimated Precipitation
2008-01-15,23.595158737547713,280.6676736933548
2008-02-15,25.25954752816311,215.2855931853834
2008-03-15,27.34492877758123,591.3931211369362
2008-04-15,28.715601899264495,1153.370728646514
2008-05-15,28.16733265059119,2452.791409233231
2008-06-15,27.49178661204729,2713.0352110193808
2008-07-15,27.031632064053625,2842.25794774044
2008-08-15,26.757497439716964,3492.482096132093
2008-09-15,26.571477516059954,3367.112920148242
2008-10-15,26.111322968066286,2024.403907280216
2008-11-15,25.024574993017406,932.5616984044648
2008-12-15,23.409138813890696,488.11769337974744
2009-01-15,23.945182012847965,268.54816041597667
2009-02-15,25.63426124197002,205.98934409939446
2009-03-15,27.750578158458243,565.8561695904606
2009-04-15,29.14158458244111,1103.567017105288
2009-05-15,28.585182012847962,2346.8774018961435
2009-06-15,27.899614561027832,2595.8836137967246
2009-07-15,27.432633832976443,2719.5263823909913
2009-08-15,27.154432548179866,3341.6731961327177
2009-09-15,26.96565310492505,3221.717587635696
2009-10-15,26.49867237687366,1936.9881044191268
2009-11-15,25.395802997858667,892.2927435331763
2009-12-15,23.756402569593146,467.0402789843072
2010-01-15,24.519579182571455,268.364630739521
2010-02-15,26.2491760543711,205.84856801804906
2010-03-15,28.4162591937436,565.469455343137
2010-04-15,29.840633088166832,1102.8128235286767
2010-05-15,29.27088353039754,2345.273512114944
2010-06-15,28.568870682431797,2594.109549587836
2010-07-15,28.09068801787543,2717.6678189351856
2010-08-15,27.805813238990776,3339.389448593517
2010-09-15,27.612505353319055,3219.5158194851547
2010-10-15,27.134322688762683,1935.6643388809384
2010-11-15,26.004997672469973,891.6829378347469
2010-12-15,24.326271296899726,466.7210969382973
2011-01-15,23.577208825993853,326.11912579917384
2011-02-15,25.24033144027558,250.1490411164373
2011-03-15,27.324126245228562,687.1635950477787
2011-04-15,28.693756633460566,1340.1481146685503
2011-05-15,28.145904478167765,2849.9975776362585
2011-06-15,27.470872358253413,3152.385380322358
2011-07-15,27.01106787077553,3302.534506434014
2011-08-15,26.737141793129126,4058.056252335807
2011-09-15,26.55126338329764,3912.384734358693
2011-10-15,26.091458895819752,2352.236806679625
2011-11-15,25.005537659435802,1083.5811685592687
2011-12-15,23.391330416162365,567.1636970420415
2012-01-15,24.37597989014058,252.16485947665447
2012-02-15,26.09544735127083,193.4225649807199
2012-03-15,28.24983893492226,531.3350174052711
2012-04-15,29.6658709617354,1036.2417726502886
2012-05-15,29.099458151010147,2203.7015980351107
2012-06-15,28.401556652080806,2437.516703435432
2012-07-15,27.926174471650683,2553.616405327201
2012-08-15,27.64296806628805,3137.8079470529788
2012-09-15,27.45079229122055,3025.1704629114615
2012-10-15,26.975410110790428,1818.8183914654803
2012-11-15,25.852699003817147,837.8566955608748
2012-12-15,24.183804115073084,438.5475816985295
2013-01-15,24.05288148217112,288.54634051834586
2013-02-15,25.749557769295222,221.3289092488548
2013-03-15,27.87539335257425,607.994211325613
2013-04-15,29.272656177264682,1185.7471814710425
2013-05-15,28.71375104738851,2521.644106269023
2013-06-15,28.025100083791074,2789.193253129512
2013-07-15,27.556018992645004,2922.043421807524
2013-08-15,27.27656642770691,3590.520115493504
2013-09-15,27.086937901498928,3461.6316814679176
2013-10-15,26.61785681035285,2081.231270741021
2013-11-15,25.510026999348288,958.7397858870439
2013-12-15,23.86325295596313,501.8197226406015
2014-01-15,24.14263103994041,241.2202638601579
2014-02-15,25.84563820873289,185.02753420120123
2014-03-15,27.979406014337584,508.2737276028224
2014-04-15,29.381882506284324,991.2662467736192
2014-05-15,28.82089190950563,2108.0553493865973
2014-06-15,28.129671352760443,2331.7222851214624
2014-07-15,27.65883995903547,2442.782964958222
2014-08-15,27.378344660646114,3001.6191094250953
2014-09-15,27.188008565310486,2893.8703782912216
2014-10-15,26.717177171585508,1739.87705191583
2014-11-15,25.6052136672563,801.491586098282
2014-12-15,23.95229494460478,419.513502365492
2015-01-15,24.501629271017595,232.72382303495434
2015-02-15,26.229959966483566,178.51035579248673
2015-03-15,28.39545666139093,490.37092963520814
2015-04-15,29.818787822362903,956.3511244992471
2015-05-15,29.249455357974117,2033.8038447837314
2015-06-15,28.547956428637924,2249.5926161653415
2015-07-15,28.070123824597335,2356.7414335443636
2015-08-15,27.78545759240294,2895.89383272191
2015-09-15,27.592291220556742,2791.9403081076694
2015-10-15,27.114458616516153,1678.5937990988011
2015-11-15,25.98596033888837,773.2608490772395
2015-12-15,24.3084628991714,404.737083539051
2016-01-15,24.60035378456382,262.229495840859
2016-02-15,26.335648449865,201.14262472735916
2016-03-15,28.509870589330603,552.5421505040342
2016-04-15,29.93893678428451,1077.6012096819557
2016-05-15,29.36731030630295,2291.6577680005503
2016-06-15,28.66298482450423,2534.8051174621432
2016-07-15,28.183226887626848,2655.5386976982554
2016-08-15,27.89741364863606,3263.047030854515
2016-09-15,27.70346895074946,3145.9138555956233
2016-10-15,27.223711013872077,1891.4127480329234
2016-11-15,26.090665673587186,871.2980044872477
2016-12-15,24.406409086677215,456.05129711453736
2017-01-15,24.169555907271203,325.3129061490292
2017-02-15,25.874462340564193,249.53063190195562
2017-03-15,28.010609812866583,685.4648146041786
2017-04-15,29.41465040499022,1336.8350500284362
2017-05-15,28.853034168140766,2842.9519189545595
2017-06-15,28.161042733451254,3144.5921696904556
2017-07-15,27.689686248952608,3294.3701026817253
2017-08-15,27.408878130527878,4048.0240756457456
2017-09-15,27.21832976445396,3902.7126814116714
2017-10-15,26.74697327995531,2346.4216937797255
2017-11-15,25.63376966762871,1080.9023792411679
2017-12-15,23.97900754119728,565.7615759113551
2018-01-15,24.160580951494275,257.86575005155964
2018-02-15,25.864854296620425,197.79542200751217
2018-03-15,28.000208546690253,543.34732871276
2018-04-15,29.403727772088256,1059.6689106237777
2018-05-15,28.842320081929056,2253.5224243636303
2018-06-15,28.15058560655432,2492.623572924024
2018-07-15,27.679404152313563,2611.348032673163
2018-08-15,27.39870030723396,3208.7468549894074
2018-09-15,27.208222698072802,3093.562886087658
2018-10-15,26.737041243832046,1859.9378584954602
2018-11-15,25.62425100083791,856.7987850683401
2018-12-15,23.970103342333115,448.46217400271246
2019-01-15,24.672153430779254,214.41837646632382
2019-02-15,26.412512801415136,164.4691986075784
2019-03-15,28.59308071874127,451.79963627045987
2019-04-15,30.026317847500223,881.1270491034882
2019-05-15,29.453022995996644,1873.8301595535254
2019-06-15,28.74664183967972,2072.645551187746
2019-07-15,28.26548366073922,2171.366323144324
